Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:11:50,2023-10-31 17:12:15,24.726s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""))",Chrome 118.0.0.0,,,2023-10-31 17:12:15,2023-10-31 17:12:15,0.386s,PASSED
"verifyElementPresent(findTestObject(""Object Repository/Thankyou_Page/Thankyou_Page_Objects/txt_h1_Thank you""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:12:15,2023-10-31 17:12:19,3.841s,PASSED
closeBrowser(),Chrome 118.0.0.0,,,2023-10-31 17:12:19,2023-10-31 17:12:19,0.638s,PASSED
,,,,,,,
Test Cases/Senior_ReCreate_Profile_Type,Chrome 118.0.0.0,,,2023-10-31 17:12:19,2023-10-31 17:14:24,2m - 4.590s,PASSED
"openBrowser(""https://caring-connections-qa.azurewebsites.net/"")",Chrome 118.0.0.0,,,2023-10-31 17:12:19,2023-10-31 17:12:23,3.191s,PASSED
maximizeWindow(),Chrome 118.0.0.0,,,2023-10-31 17:12:23,2023-10-31 17:12:23,0.154s,PASSED
"setText(findTestObject(""Login_Page/Login_Page_Objects/Input_Username""), UserName)",Chrome 118.0.0.0,,,2023-10-31 17:12:23,2023-10-31 17:12:24,0.714s,PASSED
"selectOptionByValue(findTestObject(""Login_Page/Login_Page_Objects/Select_Role""), Role, false)",Chrome 118.0.0.0,,,2023-10-31 17:12:24,2023-10-31 17:12:24,0.646s,PASSED
"setText(findTestObject(""Login_Page/Login_Page_Objects/Input_Email""), Email)",Chrome 118.0.0.0,,,2023-10-31 17:12:24,2023-10-31 17:12:25,0.634s,PASSED
"click(findTestObject(""Login_Page/Login_Page_Objects/btn_Get Started""))",Chrome 118.0.0.0,,,2023-10-31 17:12:25,2023-10-31 17:12:25,0.359s,PASSED
"scrollToElement(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/btn_Save_n_Continue""), 0)",Chrome 118.0.0.0,,,2023-10-31 17:12:25,2023-10-31 17:12:27,1.961s,PASSED
"click(findTestObject(""Object Repository/Category_View_Page/Category_View_Page_Objects/button_Re-record""))",Chrome 118.0.0.0,,,2023-10-31 17:12:27,2023-10-31 17:12:30,2.463s,PASSED
